"# The PX4_Firmware is root"

Requirement ID,Requirement Specification,Rule,Parent Feature,Children Features,Source of Requirement
"PX4-9.14","The PX4_SystemCmds may select USER_IO_BYPASS_CONTROL","R3","PX4_SystemCmds","USER_IO_BYPASS_CONTROL",""
"PX4-9.15","The PX4_SystemCmds may select SYSTEMCMDS_LED_CONTROL","R3","PX4_SystemCmds","SYSTEMCMDS_LED_CONTROL",""
"PX4-9.15.1","The SYSTEMCMDS_LED_CONTROL may select USER_LED_CONTROL","R3","SYSTEMCMDS_LED_CONTROL","USER_LED_CONTROL",""
"PX4-9.16","The PX4_SystemCmds may select SYSTEMCMDS_MFT","R3","PX4_SystemCmds","SYSTEMCMDS_MFT",""
"PX4-9.17","The PX4_SystemCmds may select SYSTEMCMDS_MICROBENCH","R3","PX4_SystemCmds","SYSTEMCMDS_MICROBENCH",""
"PX4-9.17.1","The SYSTEMCMDS_MICROBENCH may select USER_MICROBENCH","R3","SYSTEMCMDS_MICROBENCH","USER_MICROBENCH",""
"PX4-9.18","The PX4_SystemCmds may select SYSTEMCMDS_MTD","R3","PX4_SystemCmds","SYSTEMCMDS_MTD",""
"PX4-9.18.1","The SYSTEMCMDS_MTD may select USER_MTD","R3","SYSTEMCMDS_MTD","USER_MTD",""
"PX4-9.19","The PX4_SystemCmds may select SYSTEMCMDS_NETMAN","R3","PX4_SystemCmds","SYSTEMCMDS_NETMAN",""
"PX4-9.19.1","The SYSTEMCMDS_NETMAN may select USER_NETMAN","R3","SYSTEMCMDS_NETMAN","USER_NETMAN",""
"PX4-9.20","The PX4_SystemCmds may select SYSTEMCMDS_NSHTERM","R3","PX4_SystemCmds","SYSTEMCMDS_NSHTERM",""
"PX4-9.20.1","The SYSTEMCMDS_NSHTERM may select USER_NSHTERM","R3","SYSTEMCMDS_NSHTERM","USER_NSHTERM",""
"PX4-9.21","The PX4_SystemCmds may select SYSTEMCMDS_PARAM","R3","PX4_SystemCmds","SYSTEMCMDS_PARAM",""
"PX4-9.22","The PX4_SystemCmds may select SYSTEMCMDS_PERF","R3","PX4_SystemCmds","SYSTEMCMDS_PERF",""
"PX4-9.22.1","The SYSTEMCMDS_PERF may select USER_PERF","R3","SYSTEMCMDS_PERF","USER_PERF",""
"PX4-9.23","The PX4_SystemCmds may select SYSTEMCMDS_REBOOT","R3","PX4_SystemCmds","SYSTEMCMDS_REBOOT",""
"PX4-9.23.1","The SYSTEMCMDS_REBOOT may select USER_REBOOT","R3","SYSTEMCMDS_REBOOT","USER_REBOOT",""
"PX4-9.24","The PX4_SystemCmds may select SYSTEMCMDS_REFLECT","R3","PX4_SystemCmds","SYSTEMCMDS_REFLECT",""
"PX4-9.24.1","The SYSTEMCMDS_REFLECT may select USER_REFLECT","R3","SYSTEMCMDS_REFLECT","USER_REFLECT",""
"PX4-9.25","The PX4_SystemCmds may select SYSTEMCMDS_SD_BENCH","R3","PX4_SystemCmds","SYSTEMCMDS_SD_BENCH",""
"PX4-9.25.1","The SYSTEMCMDS_SD_BENCH may select USER_SD_BENCH","R3","SYSTEMCMDS_SD_BENCH","USER_SD_BENCH",""
"PX4-9.26","The PX4_SystemCmds may select SYSTEMCMDS_SD_STRESS","R3","PX4_SystemCmds","SYSTEMCMDS_SD_STRESS",""
"PX4-9.27","The PX4_SystemCmds may select SYSTEMCMDS_SERIAL_PASSTHRU","R3","PX4_SystemCmds","SYSTEMCMDS_SERIAL_PASSTHRU",""
"PX4-9.27.1","The SYSTEMCMDS_SERIAL_PASSTHRU may select SERIAL_PASSTHRU_UBLOX","R3","SYSTEMCMDS_SERIAL_PASSTHRU","SERIAL_PASSTHRU_UBLOX",""
"PX4-9.27.1.1","The SERIAL_PASSTHRU_UBLOX may select SERIAL_PASSTHRU_GPS","R3","SERIAL_PASSTHRU_UBLOX","SERIAL_PASSTHRU_GPS",""
"PX4-9.27.1.1.1","The SERIAL_PASSTHRU_GPS may select SERIAL_PASSTHRU_GPS1","R3","SERIAL_PASSTHRU_GPS","SERIAL_PASSTHRU_GPS1",""
"PX4-9.27.1.1.2","The SERIAL_PASSTHRU_GPS may select SERIAL_PASSTHRU_GPS2","R3","SERIAL_PASSTHRU_GPS","SERIAL_PASSTHRU_GPS2",""
"PX4-9.27.1.1.3","The SERIAL_PASSTHRU_GPS may select SERIAL_PASSTHRU_GPS3","R3","SERIAL_PASSTHRU_GPS","SERIAL_PASSTHRU_GPS3",""
"PX4-9.27.1.1.4","The SERIAL_PASSTHRU_GPS may select SERIAL_PASSTHRU_GPS4","R3","SERIAL_PASSTHRU_GPS","SERIAL_PASSTHRU_GPS4",""
"PX4-9.27.1.1.5","The SERIAL_PASSTHRU_GPS may select SERIAL_PASSTHRU_GPS5","R3","SERIAL_PASSTHRU_GPS","SERIAL_PASSTHRU_GPS5",""
"PX4-9.27.1.2","The SERIAL_PASSTHRU_UBLOX shall select SERIAL_PASSTHRU_UBLOX_BAUDRATE=115200","R2","SERIAL_PASSTHRU_UBLOX","SERIAL_PASSTHRU_UBLOX_BAUDRATE_eq_115200",""
"PX4-9.28","The PX4_SystemCmds may select SYSTEMCMDS_SERIAL_TEST","R3","PX4_SystemCmds","SYSTEMCMDS_SERIAL_TEST",""
"PX4-9.28.1","The SYSTEMCMDS_SERIAL_TEST may select USER_SERIAL_TEST","R3","SYSTEMCMDS_SERIAL_TEST","USER_SERIAL_TEST",""
"PX4-9.29","The PX4_SystemCmds may select SYSTEMCMDS_SHUTDOWN","R3","PX4_SystemCmds","SYSTEMCMDS_SHUTDOWN",""
"PX4-9.29.1","The SYSTEMCMDS_SHUTDOWN may select USER_SHUTDOWN","R3","SYSTEMCMDS_SHUTDOWN","USER_SHUTDOWN",""
"PX4-9.30","The PX4_SystemCmds may select SYSTEMCMDS_SYSTEM_TIME","R3","PX4_SystemCmds","SYSTEMCMDS_SYSTEM_TIME",""
"PX4-9.30.1","The SYSTEMCMDS_SYSTEM_TIME may select USER_SYSTEM_TIME","R3","SYSTEMCMDS_SYSTEM_TIME","USER_SYSTEM_TIME",""
"PX4-9.31","The PX4_SystemCmds may select SYSTEMCMDS_TESTS","R3","PX4_SystemCmds","SYSTEMCMDS_TESTS",""
"PX4-9.31.1","The SYSTEMCMDS_TESTS may select USER_TESTS","R3","SYSTEMCMDS_TESTS","USER_TESTS",""
"PX4-9.32","The PX4_SystemCmds may select SYSTEMCMDS_TOP","R3","PX4_SystemCmds","SYSTEMCMDS_TOP",""
"PX4-9.32.1","The SYSTEMCMDS_TOP may select USER_TOP","R3","SYSTEMCMDS_TOP","USER_TOP",""
"PX4-9.33","The PX4_SystemCmds may select SYSTEMCMDS_TOPIC_LISTENER","R3","PX4_SystemCmds","SYSTEMCMDS_TOPIC_LISTENER",""
"PX4-9.33.1","The SYSTEMCMDS_TOPIC_LISTENER may select USER_TOPIC_LISTENER","R3","SYSTEMCMDS_TOPIC_LISTENER","USER_TOPIC_LISTENER",""
"PX4-9.34","The PX4_SystemCmds may select SYSTEMCMDS_TUNE_CONTROL","R3","PX4_SystemCmds","SYSTEMCMDS_TUNE_CONTROL",""
"PX4-9.34.1","The SYSTEMCMDS_TUNE_CONTROL may select USER_TUNE_CONTROL","R3","SYSTEMCMDS_TUNE_CONTROL","USER_TUNE_CONTROL",""
"PX4-9.35","The PX4_SystemCmds may select SYSTEMCMDS_UORB","R3","PX4_SystemCmds","SYSTEMCMDS_UORB",""
"PX4-9.35.1","The SYSTEMCMDS_UORB may select USER_UORB","R3","SYSTEMCMDS_UORB","USER_UORB",""
"PX4-9.36","The PX4_SystemCmds may select SYSTEMCMDS_USB_CONNECTED","R3","PX4_SystemCmds","SYSTEMCMDS_USB_CONNECTED",""
"PX4-9.36.1","The SYSTEMCMDS_USB_CONNECTED may select USER_USB_CONNECTED","R3","SYSTEMCMDS_USB_CONNECTED","USER_USB_CONNECTED",""
"PX4-9.37","The PX4_SystemCmds may select SYSTEMCMDS_VER","R3","PX4_SystemCmds","SYSTEMCMDS_VER",""
"PX4-9.37.1","The SYSTEMCMDS_VER may select USER_VER","R3","SYSTEMCMDS_VER","USER_VER",""
"PX4-9.38","The PX4_SystemCmds may select SYSTEMCMDS_WORK_QUEUE","R3","PX4_SystemCmds","SYSTEMCMDS_WORK_QUEUE",""
"PX4-9.38.1","The SYSTEMCMDS_WORK_QUEUE may select USER_WORK_QUEUE","R3","SYSTEMCMDS_WORK_QUEUE","USER_WORK_QUEUE",""
"PX4-10","The PX4_Firmware shall select PX4_Examples","R2","PX4_Firmware","PX4_Examples",""
"PX4-10.1","The PX4_Examples may select EXAMPLES_DYN_HELLO","R3","PX4_Examples","EXAMPLES_DYN_HELLO",""
"PX4-10.2","The PX4_Examples may select EXAMPLES_FAKE_GPS","R3","PX4_Examples","EXAMPLES_FAKE_GPS",""
"PX4-10.3","The PX4_Examples may select EXAMPLES_FAKE_IMU","R3","PX4_Examples","EXAMPLES_FAKE_IMU",""
"PX4-10.4","The PX4_Examples may select EXAMPLES_FAKE_MAGNOTOMETER","R3","PX4_Examples","EXAMPLES_FAKE_MAGNOTOMETER",""
"PX4-10.5","The PX4_Examples may select EXAMPLES_HELLO","R3","PX4_Examples","EXAMPLES_HELLO",""
"PX4-10.6","The PX4_Examples may select EXAMPLES_MATLAB_CSV_SERIAL","R3","PX4_Examples","EXAMPLES_MATLAB_CSV_SERIAL",""
"PX4-10.7","The PX4_Examples may select EXAMPLES_PX4_MAVLINK_DEBUG","R3","PX4_Examples","EXAMPLES_PX4_MAVLINK_DEBUG",""
"PX4-10.8","The PX4_Examples may select EXAMPLES_PX4_SIMPLE_APP","R3","PX4_Examples","EXAMPLES_PX4_SIMPLE_APP",""
"PX4-10.9","The PX4_Examples may select EXAMPLES_WORK_ITEM","R3","PX4_Examples","EXAMPLES_WORK_ITEM",""
"PX4-11","The PX4_Firmware shall select PX4_Platforms","R2","PX4_Firmware","PX4_Platforms",""
"PX4-11.1","The PX4_Platforms may select ORB_COMMUNICATOR","R3","PX4_Platforms","ORB_COMMUNICATOR",""
"PX4-12","The PX4_Firmware may select LIB_CDRSTREAM","R3","PX4_Firmware","LIB_CDRSTREAM",""
"PX4-13","The MODULES_ZENOH requires LIB_CDRSTREAM","R7","MODULES_ZENOH","LIB_CDRSTREAM",""
"PX4-14","The BOARD_TESTING requires SYSTEMCMDS_TESTS","R7","BOARD_TESTING","SYSTEMCMDS_TESTS",""
"PX4-15","The BOARD_LOCKSTEP requires PLATFORM_POSIX","R7","BOARD_LOCKSTEP","PLATFORM_POSIX",""
"PX4-15.1","The BOARD_NOLOCKSTEP requires PLATFORM_POSIX","R7","BOARD_NOLOCKSTEP","PLATFORM_POSIX",""
"PX4-15.2","The BOARD_LINUX_TARGET requires PLATFORM_POSIX","R7","BOARD_LINUX_TARGET","PLATFORM_POSIX",""
"PX4-16","The BOARD_PLATFORM_eq_nuttx requires PLATFORM_NUTTX","R7","BOARD_PLATFORM_eq_nuttx","PLATFORM_NUTTX",""
"PX4-16.1","The BOARD_PLATFORM_eq_posix requires PLATFORM_POSIX","R7","BOARD_PLATFORM_eq_posix","PLATFORM_POSIX",""
"PX4-16.2","The BOARD_PLATFORM_eq_qurt requires PLATFORM_QURT","R7","BOARD_PLATFORM_eq_qurt","PLATFORM_QURT",""
"PX4-16.3","The BOARD_PLATFORM_eq_ros2 requires PLATFORM_ROS2","R7","BOARD_PLATFORM_eq_ros2","PLATFORM_ROS2",""
"PX4-17","The BOARD_IO requires DRIVERS_PX4IO","R7","BOARD_IO","DRIVERS_PX4IO",""
"PX4-18","The USER_BL_UPDATE requires BOARD_PROTECTED","R7","USER_BL_UPDATE","BOARD_PROTECTED",""
"PX4-18.1","The USER_BSONDUMP requires BOARD_PROTECTED","R7","USER_BSONDUMP","BOARD_PROTECTED",""
"PX4-18.2","The USER_DMESG requires BOARD_PROTECTED","R7","USER_DMESG","BOARD_PROTECTED",""
"PX4-18.3","The USER_DUMPFILE requires BOARD_PROTECTED","R7","USER_DUMPFILE","BOARD_PROTECTED",""
"PX4-18.4","The USER_DYN requires BOARD_PROTECTED","R7","USER_DYN","BOARD_PROTECTED",""
"PX4-18.5","The USER_FAILURE requires BOARD_PROTECTED","R7","USER_FAILURE","BOARD_PROTECTED",""
"PX4-18.6","The USER_HARDFAULT_LOG requires BOARD_PROTECTED","R7","USER_HARDFAULT_LOG","BOARD_PROTECTED",""
"PX4-18.7","The USER_IO_BYPASS_CONTROL requires BOARD_PROTECTED","R7","USER_IO_BYPASS_CONTROL","BOARD_PROTECTED",""
"PX4-18.8","The USER_LED_CONTROL requires BOARD_PROTECTED","R7","USER_LED_CONTROL","BOARD_PROTECTED",""
"PX4-18.9","The USER_MICROBENCH requires BOARD_PROTECTED","R7","USER_MICROBENCH","BOARD_PROTECTED",""
"PX4-18.10","The USER_MTD requires BOARD_PROTECTED","R7","USER_MTD","BOARD_PROTECTED",""
"PX4-18.11","The USER_NETMAN requires BOARD_PROTECTED","R7","USER_NETMAN","BOARD_PROTECTED",""
"PX4-18.12","The USER_NSHTERM requires BOARD_PROTECTED","R7","USER_NSHTERM","BOARD_PROTECTED",""
"PX4-18.13","The USER_PERF requires BOARD_PROTECTED","R7","USER_PERF","BOARD_PROTECTED",""
"PX4-18.14","The USER_REBOOT requires BOARD_PROTECTED","R7","USER_REBOOT","BOARD_PROTECTED",""
"PX4-18.15","The USER_REFLECT requires BOARD_PROTECTED","R7","USER_REFLECT","BOARD_PROTECTED",""
"PX4-18.16","The USER_SD_BENCH requires BOARD_PROTECTED","R7","USER_SD_BENCH","BOARD_PROTECTED",""
"PX4-18.17","The USER_SERIAL_TEST requires BOARD_PROTECTED","R7","USER_SERIAL_TEST","BOARD_PROTECTED",""
"PX4-18.18","The USER_SHUTDOWN requires BOARD_PROTECTED","R7","USER_SHUTDOWN","BOARD_PROTECTED",""
"PX4-18.19","The USER_SYSTEM_TIME requires BOARD_PROTECTED","R7","USER_SYSTEM_TIME","BOARD_PROTECTED",""
"PX4-18.20","The USER_TESTS requires BOARD_PROTECTED","R7","USER_TESTS","BOARD_PROTECTED",""
"PX4-18.21","The USER_TOP requires BOARD_PROTECTED","R7","USER_TOP","BOARD_PROTECTED",""
"PX4-18.22","The USER_TOPIC_LISTENER requires BOARD_PROTECTED","R7","USER_TOPIC_LISTENER","BOARD_PROTECTED",""
"PX4-18.23","The USER_TUNE_CONTROL requires BOARD_PROTECTED","R7","USER_TUNE_CONTROL","BOARD_PROTECTED",""
"PX4-18.24","The USER_UORB requires BOARD_PROTECTED","R7","USER_UORB","BOARD_PROTECTED",""
"PX4-18.25","The USER_USB_CONNECTED requires BOARD_PROTECTED","R7","USER_USB_CONNECTED","BOARD_PROTECTED",""
"PX4-18.26","The USER_VER requires BOARD_PROTECTED","R7","USER_VER","BOARD_PROTECTED",""
"PX4-18.27","The USER_WORK_QUEUE requires BOARD_PROTECTED","R7","USER_WORK_QUEUE","BOARD_PROTECTED",""
"PX4-19","The BOARD_SERIAL_URT6 requires URT6_tty_port","R7","BOARD_SERIAL_URT6","URT6_tty_port",""
"PX4-19.1","The BOARD_SERIAL_URT6 excludes BOARD_SERIAL_URT6_eq_None","R7","BOARD_SERIAL_URT6","BOARD_SERIAL_URT6_eq_None",""
"PX4-19.2","The BOARD_SERIAL_GPS1 requires GPS1_tty_port","R7","BOARD_SERIAL_GPS1","GPS1_tty_port",""
"PX4-19.3","The BOARD_SERIAL_GPS1 excludes BOARD_SERIAL_GPS1_eq_None","R7","BOARD_SERIAL_GPS1","BOARD_SERIAL_GPS1_eq_None",""
"PX4-19.4","The BOARD_SERIAL_GPS2 requires GPS2_tty_port","R7","BOARD_SERIAL_GPS2","GPS2_tty_port",""
"PX4-19.5","The BOARD_SERIAL_GPS2 excludes BOARD_SERIAL_GPS2_eq_None","R7","BOARD_SERIAL_GPS2","BOARD_SERIAL_GPS2_eq_None",""
"PX4-19.6","The BOARD_SERIAL_GPS3 requires GPS3_tty_port","R7","BOARD_SERIAL_GPS3","GPS3_tty_port",""
"PX4-19.7","The BOARD_SERIAL_GPS3 excludes BOARD_SERIAL_GPS3_eq_None","R7","BOARD_SERIAL_GPS3","BOARD_SERIAL_GPS3_eq_None",""
"PX4-19.8","The BOARD_SERIAL_GPS4 requires GPS4_tty_port","R7","BOARD_SERIAL_GPS4","GPS4_tty_port",""
"PX4-19.9","The BOARD_SERIAL_GPS4 excludes BOARD_SERIAL_GPS4_eq_None","R7","BOARD_SERIAL_GPS4","BOARD_SERIAL_GPS4_eq_None",""
"PX4-19.10","The BOARD_SERIAL_GPS5 requires GPS5_tty_port","R7","BOARD_SERIAL_GPS5","GPS5_tty_port",""
"PX4-19.11","The BOARD_SERIAL_GPS5 excludes BOARD_SERIAL_GPS5_eq_None","R7","BOARD_SERIAL_GPS5","BOARD_SERIAL_GPS5_eq_None",""
"PX4-19.12","The BOARD_SERIAL_TEL1 requires TEL1_tty_port","R7","BOARD_SERIAL_TEL1","TEL1_tty_port",""
"PX4-19.13","The BOARD_SERIAL_TEL1 excludes BOARD_SERIAL_TEL1_eq_None","R7","BOARD_SERIAL_TEL1","BOARD_SERIAL_TEL1_eq_None",""
"PX4-19.14","The BOARD_SERIAL_TEL2 requires TEL2_tty_port","R7","BOARD_SERIAL_TEL2","TEL2_tty_port",""
"PX4-19.15","The BOARD_SERIAL_TEL2 excludes BOARD_SERIAL_TEL2_eq_None","R7","BOARD_SERIAL_TEL2","BOARD_SERIAL_TEL2_eq_None",""
"PX4-19.16","The BOARD_SERIAL_TEL3 requires TEL3_tty_port","R7","BOARD_SERIAL_TEL3","TEL3_tty_port",""
"PX4-19.17","The BOARD_SERIAL_TEL3 excludes BOARD_SERIAL_TEL3_eq_None","R7","BOARD_SERIAL_TEL3","BOARD_SERIAL_TEL3_eq_None",""
"PX4-19.18","The BOARD_SERIAL_TEL4 requires TEL4_tty_port","R7","BOARD_SERIAL_TEL4","TEL4_tty_port",""
"PX4-19.19","The BOARD_SERIAL_TEL4 excludes BOARD_SERIAL_TEL4_eq_None","R7","BOARD_SERIAL_TEL4","BOARD_SERIAL_TEL4_eq_None",""
"PX4-19.20","The BOARD_SERIAL_TEL5 requires TEL5_tty_port","R7","BOARD_SERIAL_TEL5","TEL5_tty_port",""
"PX4-19.21","The BOARD_SERIAL_TEL5 excludes BOARD_SERIAL_TEL5_eq_None","R7","BOARD_SERIAL_TEL5","BOARD_SERIAL_TEL5_eq_None",""
"PX4-19.22","The BOARD_SERIAL_RC requires RC_tty_port","R7","BOARD_SERIAL_RC","RC_tty_port",""
"PX4-19.23","The BOARD_SERIAL_RC excludes BOARD_SERIAL_RC_eq_None","R7","BOARD_SERIAL_RC","BOARD_SERIAL_RC_eq_None",""
"PX4-19.24","The BOARD_SERIAL_WIFI requires WIFI_tty_port","R7","BOARD_SERIAL_WIFI","WIFI_tty_port",""
"PX4-19.25","The BOARD_SERIAL_WIFI excludes BOARD_SERIAL_WIFI_eq_None","R7","BOARD_SERIAL_WIFI","BOARD_SERIAL_WIFI_eq_None",""
"PX4-19.26","The BOARD_SERIAL_EXT2 requires EXT2_tty_port","R7","BOARD_SERIAL_EXT2","EXT2_tty_port",""
"PX4-19.27","The BOARD_SERIAL_EXT2 excludes BOARD_SERIAL_EXT2_eq_None","R7","BOARD_SERIAL_EXT2","BOARD_SERIAL_EXT2_eq_None",""
"PX4-20","The SERIAL_PASSTHRU_GPS1 requires BOARD_SERIAL_GPS1","R7","SERIAL_PASSTHRU_GPS1","BOARD_SERIAL_GPS1",""
"PX4-20.1","The SERIAL_PASSTHRU_GPS2 requires BOARD_SERIAL_GPS2","R7","SERIAL_PASSTHRU_GPS2","BOARD_SERIAL_GPS2",""
"PX4-20.2","The SERIAL_PASSTHRU_GPS3 requires BOARD_SERIAL_GPS3","R7","SERIAL_PASSTHRU_GPS3","BOARD_SERIAL_GPS3",""
"PX4-20.3","The SERIAL_PASSTHRU_GPS4 requires BOARD_SERIAL_GPS4","R7","SERIAL_PASSTHRU_GPS4","BOARD_SERIAL_GPS4",""
"PX4-20.4","The SERIAL_PASSTHRU_GPS5 requires BOARD_SERIAL_GPS5","R7","SERIAL_PASSTHRU_GPS5","BOARD_SERIAL_GPS5",""
"PX4-21","The SERIAL_PASSTHRU_GPS1 excludes SERIAL_PASSTHRU_GPS2","R7","SERIAL_PASSTHRU_GPS1","SERIAL_PASSTHRU_GPS2",""
"PX4-21.1","The SERIAL_PASSTHRU_GPS1 excludes SERIAL_PASSTHRU_GPS3","R7","SERIAL_PASSTHRU_GPS1","SERIAL_PASSTHRU_GPS3",""
"PX4-21.2","The SERIAL_PASSTHRU_GPS1 excludes SERIAL_PASSTHRU_GPS4","R7","SERIAL_PASSTHRU_GPS1","SERIAL_PASSTHRU_GPS4",""
"PX4-21.3","The SERIAL_PASSTHRU_GPS1 excludes SERIAL_PASSTHRU_GPS5","R7","SERIAL_PASSTHRU_GPS1","SERIAL_PASSTHRU_GPS5",""
"PX4-21.4","The SERIAL_PASSTHRU_GPS2 excludes SERIAL_PASSTHRU_GPS3","R7","SERIAL_PASSTHRU_GPS2","SERIAL_PASSTHRU_GPS3",""
"PX4-21.5","The SERIAL_PASSTHRU_GPS4 excludes SERIAL_PASSTHRU_GPS4","R7","SERIAL_PASSTHRU_GPS2","SERIAL_PASSTHRU_GPS4",""
"PX4-21.6","The SERIAL_PASSTHRU_GPS2 excludes SERIAL_PASSTHRU_GPS5","R7","SERIAL_PASSTHRU_GPS2","SERIAL_PASSTHRU_GPS5",""
"PX4-21.7","The SERIAL_PASSTHRU_GPS3 excludes SERIAL_PASSTHRU_GPS4","R7","SERIAL_PASSTHRU_GPS3","SERIAL_PASSTHRU_GPS4",""
"PX4-21.8","The SERIAL_PASSTHRU_GPS3 excludes SERIAL_PASSTHRU_GPS5","R7","SERIAL_PASSTHRU_GPS3","SERIAL_PASSTHRU_GPS5",""
"PX4-21.9","The SERIAL_PASSTHRU_GPS4 excludes SERIAL_PASSTHRU_GPS5","R7","SERIAL_PASSTHRU_GPS4","SERIAL_PASSTHRU_GPS5",""
"PX4-22","The BOARD_ROOTFSDIR requires PLATFORM_POSIX","R7","BOARD_ROOTFSDIR","PLATFORM_POSIX",""
"PX4-drivers-1","The PX4_Drivers may select Actuators","R3","PX4_Drivers","Actuators",""
"PX4-drivers-1.1","The Actuators may select DRIVERS_ACTUATORS_MODAL_IO","R3","Actuators","DRIVERS_ACTUATORS_MODAL_IO",""
"PX4-drivers-2","The PX4_Drivers may select ADC","R3","PX4_Drivers","ADC",""
"PX4-drivers-2.1","The ADC may select DRIVERS_ADC_ADS1115","R3","ADC","DRIVERS_ADC_ADS1115",""
"PX4-drivers-2.2","The ADC may select DRIVERS_ADC_BOARD_ADC","R3","ADC","DRIVERS_ADC_BOARD_ADC",""
"PX4-drivers-3","The PX4_Drivers may select Barometer","R3","PX4_Drivers","Barometer",""
"PX4-drivers-3.1","The Barometer may select COMMON_BAROMETERS","R3","Barometer","COMMON_BAROMETERS",""
"PX4-drivers-3.2","The Barometer may select DRIVERS_BAROMETER_BMP280","R3","Barometer","DRIVERS_BAROMETER_BMP280",""
"PX4-drivers-3.3","The Barometer may select DRIVERS_BAROMETER_BMP388","R3","Barometer","DRIVERS_BAROMETER_BMP388",""
"PX4-drivers-3.4","The Barometer may select DRIVERS_BAROMETER_DPS310","R3","Barometer","DRIVERS_BAROMETER_DPS310",""
"PX4-drivers-3.5","The Barometer may select Goertek","R3","Barometer","Goertek",""
"PX4-drivers-3.5.1","The Goertek may select DRIVERS_BAROMETER_GOERTEK_SPL06","R3","Goertek","DRIVERS_BAROMETER_GOERTEK_SPL06",""
"PX4-drivers-3.6","The Barometer may select InvenSense","R3","Barometer","InvenSense",""
"PX4-drivers-3.6.1","The InvenSense may select DRIVERS_BAROMETER_INVENSENSE_ICP101XX","R3","InvenSense","DRIVERS_BAROMETER_INVENSENSE_ICP101XX",""
"PX4-drivers-3.6.2","The InvenSense may select DRIVERS_BAROMETER_INVENSENSE_ICP201XX","R3","InvenSense","DRIVERS_BAROMETER_INVENSENSE_ICP201XX",""
"PX4-drivers-3.6.3","The InvenSense may select DRIVERS_BAROMETER_INVENSENSE_ICP10111","R3","InvenSense","DRIVERS_BAROMETER_INVENSENSE_ICP10111",""
"PX4-drivers-3.6.4","The InvenSense may select DRIVERS_BAROMETER_INVENSENSE_ICP10100","R3","InvenSense","DRIVERS_BAROMETER_INVENSENSE_ICP10100",""
"PX4-drivers-3.7","The Barometer may select DRIVERS_BAROMETER_LPS22HB","R3","Barometer","DRIVERS_BAROMETER_LPS22HB",""
"PX4-drivers-3.8","The Barometer may select DRIVERS_BAROMETER_LPS25H","R3","Barometer","DRIVERS_BAROMETER_LPS25H",""
"PX4-drivers-3.9","The Barometer may select DRIVERS_BAROMETER_LPS33HW","R3","Barometer","DRIVERS_BAROMETER_LPS33HW",""
"PX4-drivers-3.10","The Barometer may select DRIVERS_BAROMETER_MAIERTEK_MPC2520","R3","Barometer","DRIVERS_BAROMETER_MAIERTEK_MPC2520",""
"PX4-drivers-3.11","The Barometer may select DRIVERS_BAROMETER_MS5611","R3","Barometer","DRIVERS_BAROMETER_MS5611",""
"PX4-drivers-3.12","The Barometer may select DRIVERS_BAROMETER_MPL3115A2","R3","Barometer","DRIVERS_BAROMETER_MPL3115A2",""
"PX4-drivers-3.13","The Barometer may select DRIVERS_BAROMETER_MS5837","R3","Barometer","DRIVERS_BAROMETER_MS5837",""
"PX4-drivers-3.14","The Barometer may select DRIVERS_BAROMETER_TCBP001TA","R3","Barometer","DRIVERS_BAROMETER_TCBP001TA",""
"PX4-drivers-4","The PX4_Drivers may select DRIVERS_BATT_SMBUS","R3","PX4_Drivers","DRIVERS_BATT_SMBUS",""
"PX4-drivers-5","The PX4_Drivers may select DRIVERS_BOOTLOADERS","R3","PX4_Drivers","DRIVERS_BOOTLOADERS",""
"PX4-drivers-6","The PX4_Drivers may select DRIVERS_CAMERA_CAPTURE","R3","PX4_Drivers","DRIVERS_CAMERA_CAPTURE",""
"PX4-drivers-7","The PX4_Drivers may select DRIVERS_CAMERA_TRIGGER","R3","PX4_Drivers","DRIVERS_CAMERA_TRIGGER",""
"PX4-drivers-8","The PX4_Drivers may select DRIVERS_CYPHAL","R3","PX4_Drivers","DRIVERS_CYPHAL",""
"PX4-drivers-8.1","The DRIVERS_CYPHAL shall select Cyphal_Mode","R2","DRIVERS_CYPHAL","Cyphal_Mode",""
"PX4-drivers-8.1.1","The Cyphal_Mode shall select one and only one of CYPHAL_FMU or CYPHAL_CLIENT","R4","Cyphal_Mode","CYPHAL_FMU, CYPHAL_CLIENT",""
"PX4-drivers-8.1.1.1","The CYPHAL_FMU may select CYPHAL_NODE_MANAGER","R3","CYPHAL_FMU","CYPHAL_NODE_MANAGER",""
"PX4-drivers-8.1.1.2","The CYPHAL_CLIENT may select CYPHAL_NODE_CLIENT","R3","CYPHAL_CLIENT","CYPHAL_NODE_CLIENT",""
"PX4-drivers-8.1.1.3","The CYPHAL_CLIENT may select CYPHAL_APP_DESCRIPTOR","R3","CYPHAL_CLIENT","CYPHAL_APP_DESCRIPTOR",""
"PX4-drivers-8.2","The DRIVERS_CYPHAL may select Publisher_Support","R3","DRIVERS_CYPHAL","Publisher_Support",""
"PX4-drivers-8.2.1","The Publisher_Support may select CYPHAL_GNSS_PUBLISHER","R3","Publisher_Support","CYPHAL_GNSS_PUBLISHER",""
"PX4-drivers-8.2.2","The Publisher_Support may select CYPHAL_ESC_CONTROLLER","R3","Publisher_Support","CYPHAL_ESC_CONTROLLER",""
"PX4-drivers-8.2.3","The Publisher_Support may select CYPHAL_READINESS_PUBLISHER","R3","Publisher_Support","CYPHAL_READINESS_PUBLISHER",""
